row,case_id,api,dashboard_status,acceptance_status,evidence_grade,stage,manual_code_category,manual_operator,manual_line,manual_match_method,code_match,code_paths,reason,next
503,OP-SWIGLU-MX-QUANT-001,torch_npu.npu_swiglu_mx_quant,blocked,fail,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_swiglu_mx_quant_op,167,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_swiglu_mx_quant_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_swiglu_mx_quant_op.h;../ms_ops/docs/operators/npu_swiglu_mx_quant.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_swiglu_mx_quant_op.py,"After latest ms_ops git pull, tests/operators/aclnn/test_npu_swiglu_mx_quant_op.py fails 12 tests. The returned tensors are undefined; shape/dtype/asnumpy access raises MindSpore RuntimeError: Failure info [The Tensor is not defined] from pynative custom tensor.cc:146.","Fix npu_swiglu_mx_quant output tensor construction or runtime launch so returned y/mxscale tensors are defined, then rerun pytest and dashboard artifact collection."
504,OP-TRANS-QUANT-PARAM-001,torch_npu.npu_trans_quant_param,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_trans_quant_param_op,42,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/docs/operators/npu_trans_quant_param.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_trans_quant_param_op.py;../ms_ops/tests/operators/aclnn/test_npu_transpose_batchmatmul_op.py,Refreshed remote ms_ops pytest file tests/operators/aclnn/test_npu_trans_quant_param_op.py completed in the quant/matmul batch; aggregate batch result was 25 passed and 9 skipped across 34 collected tests.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
505,OP-FUSED-INFER-ATTENTION-SINK-METADATA-001,torch.ops.custom._npu_fused_infer_attention_sink_metadata,open,not_run,tool_contract_only,ms_ops_pytest_probe,dashboard_only,,,,no,,No direct pytest or implementation mapping was found in the refreshed remote ms_ops checkout under tests/ or custom_ops for this attention/cache case.,"Locate or add an ms_ops implementation/test mapping, or collect dashboard golden/actual artifacts from the preserved ops_gate reference before marking this case pass."
506,OP-CHUNK-GATED-DELTA-RULE-RECURRENCE-001,torch.ops.custom.npu_chunk_gated_delta_rule_recurrence,blocked,blocked,tool_contract_only,remote_ms_ops_pytest,matched_manual_and_code,npu_chunk_gated_delta_rule_recurrence,173,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_chunk_gated_delta_rule_recurrence_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_chunk_gated_delta_rule_recurrence_op.h;../ms_ops/docs/operators/npu_chunk_gated_delta_rule_recurrence.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/__pycache__/test_npu_chunk_gated_delta_rule_recurrence_op.cpython-313-pytest-9.0.2.pyc;../ms_ops/tests/operators/aclnn/test_npu_chunk_gated_delta_rule_recurrence_op.py,Remote Ascend ms_ops pytest failed while loading omni reference: ModuleNotFoundError: No module named 'omni_custom_ops'.,"Fix the remote ms_ops/Ascend dependency issue, then rerun tests/operators/aclnn/test_npu_chunk_gated_delta_rule_recurrence_op.py on xinwen@8.92.7.129 with custom_ops import enabled."
507,OP-LOWER-TRIANGULAR-INVERSE-001,torch.ops.custom.npu_lower_triangular_inverse,blocked,blocked,tool_contract_only,remote_ms_ops_pytest,matched_manual_and_code,npu_lower_triangular_inverse,174,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_lower_triangular_inverse_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_lower_triangular_inverse_op.h;../ms_ops/docs/operators/npu_lower_triangular_inverse.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/__pycache__/test_npu_lower_triangular_inverse_op.cpython-313-pytest-9.0.2.pyc;../ms_ops/tests/operators/aclnn/test_npu_lower_triangular_inverse_op.py,Remote Ascend ms_ops pytest failed while loading omni reference: ModuleNotFoundError: No module named 'omni_custom_ops'.,"Fix the remote ms_ops/Ascend dependency issue, then rerun tests/operators/aclnn/test_npu_lower_triangular_inverse_op.py on xinwen@8.92.7.129 with custom_ops import enabled."
508,OP-FIAS-WORKSPACE-001,ms.ops.custom._npu_fused_infer_attention_score_get_max_workspace_op,accepted,pass,provisional_reference,remote_ms_ops_pytest,matched_manual_and_code,_npu_fused_infer_attention_score_get_max_workspace_op,16,alias:npu_fused_infer_attention_score_get_max_workspace,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/_npu_fused_infer_attention_score_get_max_workspace_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/_npu_fused_infer_attention_score_get_max_workspace_op.h;../ms_ops/docs/operators/_npu_fused_infer_attention_score_get_max_workspace.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/__pycache__/test_npu_fused_infer_attention_score_get_max_workspace_op.cpython-313-pytest-9.0.2.pyc;../ms_ops/tests/operators/aclnn/test_npu_fused_infer_attention_score_get_max_workspace_op.py,Remote Ascend ms_ops pytest batch completed with no failures reported for tests/operators/aclnn/test_npu_fused_infer_attention_score_get_max_workspace_op.py.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
509,OP-FIAS-V2-WORKSPACE-001,ms.ops.custom._npu_fused_infer_attention_score_v2_get_max_workspace_op,accepted,pass,provisional_reference,remote_ms_ops_pytest,matched_manual_and_code,_npu_fused_infer_attention_score_v2_get_max_workspace_op,17,alias:npu_fused_infer_attention_score_v2_get_max_workspace,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/_npu_fused_infer_attention_score_v2_get_max_workspace_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/_npu_fused_infer_attention_score_v2_get_max_workspace_op.h;../ms_ops/docs/operators/_npu_fused_infer_attention_score_v2_get_max_workspace.md;../ms_ops/docs/operators/_npu_fused_infer_attention_score_v2_infer_output.md;../ms_ops/docs/operators/npu_fused_infer_attention_score_v2.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md,Remote Ascend ms_ops pytest batch completed with no failures reported for tests/operators/aclnn/test_npu_fused_infer_attention_score_v2_get_max_workspace_op.py.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
510,OP-FAST-GELU-001,ms.ops.custom.fast_gelu,accepted,pass,provisional_reference,remote_ms_ops_pytest,matched_manual_and_code,ms.ops.custom.fast_gelu,68,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/docs/operators/fast_gelu.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/__pycache__/test_npu_fast_gelu_op.cpython-313-pytest-9.0.2.pyc;../ms_ops/tests/operators/aclnn/test_npu_fast_gelu_backward_op.py;../ms_ops/tests/operators/aclnn/test_npu_fast_gelu_op.py,Remote Ascend ms_ops pytest batch completed with no failures reported for tests/operators/aclnn/test_npu_fast_gelu_op.py.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
511,OP-GEGLU-001,ms.ops.custom.geglu,accepted,pass,provisional_reference,remote_ms_ops_pytest,matched_manual_and_code,ms.ops.custom.geglu,69,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/docs/operators/geglu.md;../ms_ops/docs/operators/npu_swiglu.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/__pycache__/test_npu_geglu_op.cpython-313-pytest-9.0.2.pyc;../ms_ops/tests/operators/aclnn/test_npu_geglu_grad_op.py;../ms_ops/tests/operators/aclnn/test_npu_geglu_op.py,Remote Ascend ms_ops pytest batch completed with no failures reported for tests/operators/aclnn/test_npu_geglu_op.py.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
512,OP-ATTENTION-PIONEER-WORKSPACE-001,ms.ops.custom._npu_attention_pioneer_get_max_workspace_op,accepted,pass,provisional_reference,remote_ms_ops_pytest,matched_manual_and_code,_npu_attention_pioneer_get_max_workspace_op,117,alias:npu_attention_pioneer_get_max_workspace,yes,../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/_npu_attention_pioneer_get_max_workspace_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/_npu_attention_pioneer_get_max_workspace_op.h;../ms_ops/docs/operators/_npu_attention_pioneer.md;../ms_ops/docs/operators/_npu_attention_pioneer_get_max_workspace.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_attention_pioneer_op.py,Remote Ascend ms_ops pytest batch completed with no failures reported for tests/operators/aclnn/test_npu_attention_pioneer_op.py.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
